Id,ActivityHour,TotalIntensity,AverageIntensity,Hour,Day_of_week
1503960366,2016-04-12 00:00:00,20,0.333333,0,Tuesday
1503960366,2016-04-12 01:00:00,8,0.133333,1,Tuesday
1503960366,2016-04-12 02:00:00,7,0.116667,2,Tuesday
1503960366,2016-04-12 08:00:00,13,0.216667,8,Tuesday
1503960366,2016-04-12 09:00:00,30,0.5,9,Tuesday
1503960366,2016-04-12 10:00:00,29,0.483333,10,Tuesday
1503960366,2016-04-12 11:00:00,12,0.2,11,Tuesday
1503960366,2016-04-12 12:00:00,11,0.183333,12,Tuesday
1503960366,2016-04-12 13:00:00,6,0.1,13,Tuesday
1503960366,2016-04-12 14:00:00,36,0.6,14,Tuesday
1503960366,2016-04-12 15:00:00,58,0.966667,15,Tuesday
1503960366,2016-04-12 16:00:00,13,0.216667,16,Tuesday
1503960366,2016-04-12 17:00:00,16,0.266667,17,Tuesday
1503960366,2016-04-12 18:00:00,29,0.483333,18,Tuesday
1503960366,2016-04-12 19:00:00,39,0.65,19,Tuesday
1503960366,2016-04-12 20:00:00,41,0.683333,20,Tuesday
1503960366,2016-04-12 21:00:00,31,0.516667,21,Tuesday
1503960366,2016-04-12 22:00:00,9,0.15,22,Tuesday
1503960366,2016-04-12 23:00:00,21,0.35,23,Tuesday
1503960366,2016-04-13 00:00:00,14,0.233333,0,Wednesday
1503960366,2016-04-13 03:00:00,4,0.066667,3,Wednesday
1503960366,2016-04-13 07:00:00,8,0.133333,7,Wednesday
1503960366,2016-04-13 08:00:00,12,0.2,8,Wednesday
1503960366,2016-04-13 09:00:00,27,0.45,9,Wednesday
1503960366,2016-04-13 10:00:00,15,0.25,10,Wednesday
1503960366,2016-04-13 11:00:00,16,0.266667,11,Wednesday
1503960366,2016-04-13 12:00:00,15,0.25,12,Wednesday
1503960366,2016-04-13 13:00:00,10,0.166667,13,Wednesday
1503960366,2016-04-13 14:00:00,46,0.766667,14,Wednesday
1503960366,2016-04-13 15:00:00,13,0.216667,15,Wednesday
1503960366,2016-04-13 16:00:00,10,0.166667,16,Wednesday
1503960366,2016-04-13 17:00:00,23,0.383333,17,Wednesday
1503960366,2016-04-13 18:00:00,25,0.416667,18,Wednesday
1503960366,2016-04-13 19:00:00,13,0.216667,19,Wednesday
1503960366,2016-04-13 22:00:00,11,0.183333,22,Wednesday
1503960366,2016-04-13 23:00:00,56,0.933333,23,Wednesday
1503960366,2016-04-14 00:00:00,4,0.066667,0,Thursday
1503960366,2016-04-14 01:00:00,3,0.05,1,Thursday
1503960366,2016-04-14 09:00:00,14,0.233333,9,Thursday
1503960366,2016-04-14 10:00:00,23,0.383333,10,Thursday
1503960366,2016-04-14 11:00:00,7,0.116667,11,Thursday
1503960366,2016-04-14 12:00:00,18,0.3,12,Thursday
1503960366,2016-04-14 13:00:00,54,0.9,13,Thursday
1503960366,2016-04-14 14:00:00,22,0.366667,14,Thursday
1503960366,2016-04-14 15:00:00,7,0.116667,15,Thursday
1503960366,2016-04-14 16:00:00,25,0.416667,16,Thursday
1503960366,2016-04-14 17:00:00,5,0.083333,17,Thursday
1503960366,2016-04-14 18:00:00,12,0.2,18,Thursday
1503960366,2016-04-14 19:00:00,1,0.016667,19,Thursday
1503960366,2016-04-14 20:00:00,24,0.4,20,Thursday
1503960366,2016-04-14 21:00:00,57,0.95,21,Thursday
1503960366,2016-04-14 22:00:00,17,0.283333,22,Thursday
1503960366,2016-04-15 00:00:00,6,0.1,0,Friday
1503960366,2016-04-15 01:00:00,5,0.083333,1,Friday
1503960366,2016-04-15 02:00:00,7,0.116667,2,Friday
1503960366,2016-04-15 05:00:00,1,0.016667,5,Friday
1503960366,2016-04-15 07:00:00,1,0.016667,7,Friday
1503960366,2016-04-15 08:00:00,5,0.083333,8,Friday
1503960366,2016-04-15 09:00:00,2,0.033333,9,Friday
1503960366,2016-04-15 10:00:00,8,0.133333,10,Friday
1503960366,2016-04-15 11:00:00,23,0.383333,11,Friday
1503960366,2016-04-15 12:00:00,13,0.216667,12,Friday
1503960366,2016-04-15 13:00:00,9,0.15,13,Friday
1503960366,2016-04-15 17:00:00,47,0.783333,17,Friday
1503960366,2016-04-15 18:00:00,22,0.366667,18,Friday
1503960366,2016-04-15 19:00:00,32,0.533333,19,Friday
1503960366,2016-04-15 20:00:00,8,0.133333,20,Friday
1503960366,2016-04-15 21:00:00,14,0.233333,21,Friday
1503960366,2016-04-15 22:00:00,66,1.1,22,Friday
1503960366,2016-04-15 23:00:00,95,1.583333,23,Friday
1503960366,2016-04-16 00:00:00,15,0.25,0,Saturday
1503960366,2016-04-16 02:00:00,3,0.05,2,Saturday
1503960366,2016-04-16 03:00:00,1,0.016667,3,Saturday
1503960366,2016-04-16 04:00:00,1,0.016667,4,Saturday
1503960366,2016-04-16 05:00:00,1,0.016667,5,Saturday
1503960366,2016-04-16 07:00:00,4,0.066667,7,Saturday
1503960366,2016-04-16 08:00:00,9,0.15,8,Saturday
1503960366,2016-04-16 09:00:00,38,0.633333,9,Saturday
1503960366,2016-04-16 10:00:00,14,0.233333,10,Saturday
1503960366,2016-04-16 11:00:00,30,0.5,11,Saturday
1503960366,2016-04-16 12:00:00,42,0.7,12,Saturday
1503960366,2016-04-16 13:00:00,90,1.5,13,Saturday
1503960366,2016-04-16 14:00:00,20,0.333333,14,Saturday
1503960366,2016-04-16 16:00:00,2,0.033333,16,Saturday
1503960366,2016-04-16 17:00:00,17,0.283333,17,Saturday
1503960366,2016-04-16 18:00:00,10,0.166667,18,Saturday
1503960366,2016-04-16 19:00:00,12,0.2,19,Saturday
1503960366,2016-04-16 20:00:00,19,0.316667,20,Saturday
1503960366,2016-04-16 21:00:00,13,0.216667,21,Saturday
1503960366,2016-04-16 22:00:00,3,0.05,22,Saturday
1503960366,2016-04-16 23:00:00,5,0.083333,23,Saturday
1503960366,2016-04-17 03:00:00,1,0.016667,3,Sunday
1503960366,2016-04-17 11:00:00,9,0.15,11,Sunday
1503960366,2016-04-17 12:00:00,18,0.3,12,Sunday
1503960366,2016-04-17 13:00:00,23,0.383333,13,Sunday
1503960366,2016-04-17 14:00:00,10,0.166667,14,Sunday
1503960366,2016-04-17 15:00:00,13,0.216667,15,Sunday
1503960366,2016-04-17 16:00:00,2,0.033333,16,Sunday
1503960366,2016-04-17 17:00:00,71,1.183333,17,Sunday
1503960366,2016-04-17 18:00:00,39,0.65,18,Sunday
1503960366,2016-04-17 19:00:00,24,0.4,19,Sunday
1503960366,2016-04-17 20:00:00,87,1.45,20,Sunday
1503960366,2016-04-17 21:00:00,16,0.266667,21,Sunday
1503960366,2016-04-17 22:00:00,5,0.083333,22,Sunday
1503960366,2016-04-18 00:00:00,21,0.35,0,Monday
1503960366,2016-04-18 09:00:00,39,0.65,9,Monday
1503960366,2016-04-18 10:00:00,17,0.283333,10,Monday
1503960366,2016-04-18 11:00:00,15,0.25,11,Monday
1503960366,2016-04-18 12:00:00,40,0.666667,12,Monday
1503960366,2016-04-18 13:00:00,9,0.15,13,Monday
1503960366,2016-04-18 14:00:00,7,0.116667,14,Monday
1503960366,2016-04-18 15:00:00,14,0.233333,15,Monday
1503960366,2016-04-18 16:00:00,17,0.283333,16,Monday
1503960366,2016-04-18 17:00:00,18,0.3,17,Monday
1503960366,2016-04-18 18:00:00,114,1.9,18,Monday
1503960366,2016-04-18 19:00:00,30,0.5,19,Monday
1503960366,2016-04-18 20:00:00,2,0.033333,20,Monday
1503960366,2016-04-18 21:00:00,11,0.183333,21,Monday
1503960366,2016-04-18 22:00:00,19,0.316667,22,Monday
1503960366,2016-04-18 23:00:00,18,0.3,23,Monday
1503960366,2016-04-19 01:00:00,1,0.016667,1,Tuesday
1503960366,2016-04-19 03:00:00,2,0.033333,3,Tuesday
1503960366,2016-04-19 06:00:00,1,0.016667,6,Tuesday
1503960366,2016-04-19 07:00:00,19,0.316667,7,Tuesday
1503960366,2016-04-19 08:00:00,38,0.633333,8,Tuesday
1503960366,2016-04-19 09:00:00,16,0.266667,9,Tuesday
1503960366,2016-04-19 10:00:00,16,0.266667,10,Tuesday
1503960366,2016-04-19 11:00:00,13,0.216667,11,Tuesday
1503960366,2016-04-19 12:00:00,61,1.016667,12,Tuesday
1503960366,2016-04-19 13:00:00,65,1.083333,13,Tuesday
1503960366,2016-04-19 14:00:00,12,0.2,14,Tuesday
1503960366,2016-04-19 15:00:00,12,0.2,15,Tuesday
1503960366,2016-04-19 16:00:00,9,0.15,16,Tuesday
1503960366,2016-04-19 17:00:00,13,0.216667,17,Tuesday
1503960366,2016-04-19 18:00:00,30,0.5,18,Tuesday
1503960366,2016-04-19 19:00:00,31,0.516667,19,Tuesday
1503960366,2016-04-19 20:00:00,69,1.15,20,Tuesday
1503960366,2016-04-19 21:00:00,16,0.266667,21,Tuesday
1503960366,2016-04-19 22:00:00,4,0.066667,22,Tuesday
1503960366,2016-04-19 23:00:00,48,0.8,23,Tuesday
1503960366,2016-04-20 00:00:00,2,0.033333,0,Wednesday
1503960366,2016-04-20 01:00:00,2,0.033333,1,Wednesday
1503960366,2016-04-20 07:00:00,3,0.05,7,Wednesday
1503960366,2016-04-20 08:00:00,14,0.233333,8,Wednesday
1503960366,2016-04-20 09:00:00,50,0.833333,9,Wednesday
1503960366,2016-04-20 10:00:00,13,0.216667,10,Wednesday
1503960366,2016-04-20 11:00:00,1,0.016667,11,Wednesday
1503960366,2016-04-20 12:00:00,8,0.133333,12,Wednesday
1503960366,2016-04-20 13:00:00,5,0.083333,13,Wednesday
1503960366,2016-04-20 14:00:00,39,0.65,14,Wednesday
1503960366,2016-04-20 15:00:00,21,0.35,15,Wednesday
1503960366,2016-04-20 16:00:00,11,0.183333,16,Wednesday
1503960366,2016-04-20 17:00:00,2,0.033333,17,Wednesday
1503960366,2016-04-20 18:00:00,32,0.533333,18,Wednesday
1503960366,2016-04-20 19:00:00,36,0.6,19,Wednesday
1503960366,2016-04-20 20:00:00,12,0.2,20,Wednesday
1503960366,2016-04-20 21:00:00,22,0.366667,21,Wednesday
1503960366,2016-04-20 22:00:00,7,0.116667,22,Wednesday
1503960366,2016-04-20 23:00:00,33,0.55,23,Wednesday
1503960366,2016-04-21 00:00:00,2,0.033333,0,Thursday
1503960366,2016-04-21 01:00:00,8,0.133333,1,Thursday
1503960366,2016-04-21 02:00:00,5,0.083333,2,Thursday
1503960366,2016-04-21 07:00:00,3,0.05,7,Thursday
1503960366,2016-04-21 08:00:00,15,0.25,8,Thursday
1503960366,2016-04-21 09:00:00,26,0.433333,9,Thursday
1503960366,2016-04-21 10:00:00,16,0.266667,10,Thursday
1503960366,2016-04-21 12:00:00,11,0.183333,12,Thursday
1503960366,2016-04-21 13:00:00,25,0.416667,13,Thursday
1503960366,2016-04-21 14:00:00,2,0.033333,14,Thursday
1503960366,2016-04-21 15:00:00,8,0.133333,15,Thursday
1503960366,2016-04-21 16:00:00,4,0.066667,16,Thursday
1503960366,2016-04-21 17:00:00,5,0.083333,17,Thursday
1503960366,2016-04-21 18:00:00,9,0.15,18,Thursday
1503960366,2016-04-21 19:00:00,8,0.133333,19,Thursday
1503960366,2016-04-21 20:00:00,92,1.533333,20,Thursday
1503960366,2016-04-21 21:00:00,21,0.35,21,Thursday
1503960366,2016-04-21 22:00:00,9,0.15,22,Thursday
1503960366,2016-04-21 23:00:00,15,0.25,23,Thursday
1503960366,2016-04-22 09:00:00,13,0.216667,9,Friday
1503960366,2016-04-22 10:00:00,2,0.033333,10,Friday
1503960366,2016-04-22 11:00:00,34,0.566667,11,Friday
1503960366,2016-04-22 12:00:00,2,0.033333,12,Friday
1503960366,2016-04-22 13:00:00,4,0.066667,13,Friday
1503960366,2016-04-22 15:00:00,10,0.166667,15,Friday
1503960366,2016-04-22 16:00:00,4,0.066667,16,Friday
1503960366,2016-04-22 17:00:00,18,0.3,17,Friday
1503960366,2016-04-22 18:00:00,23,0.383333,18,Friday
1503960366,2016-04-22 19:00:00,16,0.266667,19,Friday
1503960366,2016-04-22 20:00:00,13,0.216667,20,Friday
1503960366,2016-04-22 21:00:00,159,2.65,21,Friday
1503960366,2016-04-22 22:00:00,30,0.5,22,Friday
1503960366,2016-04-22 23:00:00,54,0.9,23,Friday
1503960366,2016-04-23 00:00:00,9,0.15,0,Saturday
1503960366,2016-04-23 02:00:00,1,0.016667,2,Saturday
1503960366,2016-04-23 06:00:00,2,0.033333,6,Saturday
1503960366,2016-04-23 08:00:00,8,0.133333,8,Saturday
1503960366,2016-04-23 09:00:00,17,0.283333,9,Saturday
1503960366,2016-04-23 10:00:00,4,0.066667,10,Saturday
1503960366,2016-04-23 11:00:00,11,0.183333,11,Saturday
1503960366,2016-04-23 12:00:00,49,0.816667,12,Saturday
1503960366,2016-04-23 13:00:00,51,0.85,13,Saturday
1503960366,2016-04-23 14:00:00,20,0.333333,14,Saturday
1503960366,2016-04-23 15:00:00,15,0.25,15,Saturday
1503960366,2016-04-23 16:00:00,52,0.866667,16,Saturday
1503960366,2016-04-23 17:00:00,26,0.433333,17,Saturday
1503960366,2016-04-23 18:00:00,66,1.1,18,Saturday
1503960366,2016-04-23 19:00:00,2,0.033333,19,Saturday
1503960366,2016-04-23 20:00:00,9,0.15,20,Saturday
1503960366,2016-04-23 21:00:00,54,0.9,21,Saturday
1503960366,2016-04-23 22:00:00,25,0.416667,22,Saturday
1503960366,2016-04-23 23:00:00,6,0.1,23,Saturday
1503960366,2016-04-24 00:00:00,10,0.166667,0,Sunday
1503960366,2016-04-24 01:00:00,2,0.033333,1,Sunday
1503960366,2016-04-24 04:00:00,1,0.016667,4,Sunday
1503960366,2016-04-24 06:00:00,1,0.016667,6,Sunday
1503960366,2016-04-24 08:00:00,1,0.016667,8,Sunday
1503960366,2016-04-24 09:00:00,8,0.133333,9,Sunday
1503960366,2016-04-24 10:00:00,26,0.433333,10,Sunday
1503960366,2016-04-24 11:00:00,12,0.2,11,Sunday
1503960366,2016-04-24 12:00:00,12,0.2,12,Sunday
1503960366,2016-04-24 13:00:00,12,0.2,13,Sunday
1503960366,2016-04-24 14:00:00,1,0.016667,14,Sunday
1503960366,2016-04-24 15:00:00,2,0.033333,15,Sunday
1503960366,2016-04-24 16:00:00,29,0.483333,16,Sunday
1503960366,2016-04-24 17:00:00,25,0.416667,17,Sunday
1503960366,2016-04-24 18:00:00,40,0.666667,18,Sunday
1503960366,2016-04-24 19:00:00,131,2.183333,19,Sunday
1503960366,2016-04-24 20:00:00,18,0.3,20,Sunday
1503960366,2016-04-24 21:00:00,17,0.283333,21,Sunday
1503960366,2016-04-24 22:00:00,7,0.116667,22,Sunday
1503960366,2016-04-24 23:00:00,10,0.166667,23,Sunday
1503960366,2016-04-25 00:00:00,8,0.133333,0,Monday
1503960366,2016-04-25 01:00:00,3,0.05,1,Monday
1503960366,2016-04-25 02:00:00,6,0.1,2,Monday
1503960366,2016-04-25 04:00:00,2,0.033333,4,Monday
1503960366,2016-04-25 05:00:00,1,0.016667,5,Monday
1503960366,2016-04-25 07:00:00,3,0.05,7,Monday
1503960366,2016-04-25 08:00:00,22,0.366667,8,Monday
1503960366,2016-04-25 09:00:00,46,0.766667,9,Monday
1503960366,2016-04-25 10:00:00,12,0.2,10,Monday
1503960366,2016-04-25 11:00:00,24,0.4,11,Monday
1503960366,2016-04-25 12:00:00,19,0.316667,12,Monday
1503960366,2016-04-25 13:00:00,13,0.216667,13,Monday
1503960366,2016-04-25 14:00:00,5,0.083333,14,Monday
1503960366,2016-04-25 15:00:00,13,0.216667,15,Monday
1503960366,2016-04-25 16:00:00,10,0.166667,16,Monday
1503960366,2016-04-25 17:00:00,8,0.133333,17,Monday
1503960366,2016-04-25 18:00:00,6,0.1,18,Monday
1503960366,2016-04-25 19:00:00,86,1.433333,19,Monday
1503960366,2016-04-25 20:00:00,30,0.5,20,Monday
1503960366,2016-04-25 21:00:00,132,2.2,21,Monday
1503960366,2016-04-25 22:00:00,11,0.183333,22,Monday
1503960366,2016-04-25 23:00:00,3,0.05,23,Monday
1503960366,2016-04-26 00:00:00,4,0.066667,0,Tuesday
1503960366,2016-04-26 01:00:00,11,0.183333,1,Tuesday
1503960366,2016-04-26 03:00:00,11,0.183333,3,Tuesday
1503960366,2016-04-26 05:00:00,1,0.016667,5,Tuesday
1503960366,2016-04-26 07:00:00,3,0.05,7,Tuesday
1503960366,2016-04-26 08:00:00,13,0.216667,8,Tuesday
1503960366,2016-04-26 09:00:00,31,0.516667,9,Tuesday
1503960366,2016-04-26 10:00:00,22,0.366667,10,Tuesday
1503960366,2016-04-26 11:00:00,17,0.283333,11,Tuesday
1503960366,2016-04-26 12:00:00,10,0.166667,12,Tuesday
1503960366,2016-04-26 13:00:00,42,0.7,13,Tuesday
1503960366,2016-04-26 14:00:00,60,1.0,14,Tuesday
1503960366,2016-04-26 15:00:00,9,0.15,15,Tuesday
1503960366,2016-04-26 16:00:00,22,0.366667,16,Tuesday
1503960366,2016-04-26 17:00:00,5,0.083333,17,Tuesday
1503960366,2016-04-26 18:00:00,72,1.2,18,Tuesday
1503960366,2016-04-26 19:00:00,15,0.25,19,Tuesday
1503960366,2016-04-26 20:00:00,26,0.433333,20,Tuesday
1503960366,2016-04-26 21:00:00,14,0.233333,21,Tuesday
1503960366,2016-04-26 22:00:00,9,0.15,22,Tuesday
1503960366,2016-04-26 23:00:00,21,0.35,23,Tuesday
1503960366,2016-04-27 00:00:00,10,0.166667,0,Wednesday
1503960366,2016-04-27 01:00:00,5,0.083333,1,Wednesday
1503960366,2016-04-27 02:00:00,2,0.033333,2,Wednesday
1503960366,2016-04-27 09:00:00,33,0.55,9,Wednesday
1503960366,2016-04-27 10:00:00,27,0.45,10,Wednesday
1503960366,2016-04-27 11:00:00,23,0.383333,11,Wednesday
1503960366,2016-04-27 12:00:00,12,0.2,12,Wednesday
1503960366,2016-04-27 13:00:00,13,0.216667,13,Wednesday
1503960366,2016-04-27 14:00:00,35,0.583333,14,Wednesday
1503960366,2016-04-27 15:00:00,6,0.1,15,Wednesday
1503960366,2016-04-27 16:00:00,7,0.116667,16,Wednesday
1503960366,2016-04-27 17:00:00,13,0.216667,17,Wednesday
1503960366,2016-04-27 18:00:00,73,1.216667,18,Wednesday
1503960366,2016-04-27 19:00:00,150,2.5,19,Wednesday
1503960366,2016-04-27 20:00:00,70,1.166667,20,Wednesday
1503960366,2016-04-27 21:00:00,20,0.333333,21,Wednesday
1503960366,2016-04-28 01:00:00,10,0.166667,1,Thursday
1503960366,2016-04-28 07:00:00,1,0.016667,7,Thursday
1503960366,2016-04-28 08:00:00,11,0.183333,8,Thursday
1503960366,2016-04-28 09:00:00,38,0.633333,9,Thursday
1503960366,2016-04-28 10:00:00,19,0.316667,10,Thursday
1503960366,2016-04-28 11:00:00,10,0.166667,11,Thursday
1503960366,2016-04-28 12:00:00,16,0.266667,12,Thursday
1503960366,2016-04-28 13:00:00,33,0.55,13,Thursday
1503960366,2016-04-28 14:00:00,47,0.783333,14,Thursday
1503960366,2016-04-28 15:00:00,5,0.083333,15,Thursday
1503960366,2016-04-28 16:00:00,10,0.166667,16,Thursday
1503960366,2016-04-28 17:00:00,11,0.183333,17,Thursday
1503960366,2016-04-28 18:00:00,56,0.933333,18,Thursday
1503960366,2016-04-28 19:00:00,1,0.016667,19,Thursday
1503960366,2016-04-28 20:00:00,50,0.833333,20,Thursday
1503960366,2016-04-28 21:00:00,21,0.35,21,Thursday
1503960366,2016-04-28 22:00:00,2,0.033333,22,Thursday
1503960366,2016-04-28 23:00:00,48,0.8,23,Thursday
1503960366,2016-04-29 00:00:00,9,0.15,0,Friday
1503960366,2016-04-29 02:00:00,4,0.066667,2,Friday
1503960366,2016-04-29 07:00:00,3,0.05,7,Friday
1503960366,2016-04-29 08:00:00,13,0.216667,8,Friday
1503960366,2016-04-29 09:00:00,33,0.55,9,Friday
1503960366,2016-04-29 10:00:00,4,0.066667,10,Friday
1503960366,2016-04-29 11:00:00,4,0.066667,11,Friday
1503960366,2016-04-29 12:00:00,6,0.1,12,Friday
1503960366,2016-04-29 13:00:00,6,0.1,13,Friday
1503960366,2016-04-29 14:00:00,56,0.933333,14,Friday
1503960366,2016-04-29 15:00:00,23,0.383333,15,Friday
1503960366,2016-04-29 16:00:00,10,0.166667,16,Friday
1503960366,2016-04-29 17:00:00,9,0.15,17,Friday
1503960366,2016-04-29 18:00:00,5,0.083333,18,Friday
1503960366,2016-04-29 19:00:00,11,0.183333,19,Friday
1503960366,2016-04-29 20:00:00,16,0.266667,20,Friday
1503960366,2016-04-29 21:00:00,20,0.333333,21,Friday
1503960366,2016-04-29 22:00:00,27,0.45,22,Friday
1503960366,2016-04-29 23:00:00,56,0.933333,23,Friday
1503960366,2016-04-30 00:00:00,1,0.016667,0,Saturday
1503960366,2016-04-30 01:00:00,7,0.116667,1,Saturday
1503960366,2016-04-30 03:00:00,1,0.016667,3,Saturday
1503960366,2016-04-30 08:00:00,3,0.05,8,Saturday
1503960366,2016-04-30 09:00:00,11,0.183333,9,Saturday
1503960366,2016-04-30 10:00:00,17,0.283333,10,Saturday
1503960366,2016-04-30 11:00:00,7,0.116667,11,Saturday
1503960366,2016-04-30 12:00:00,4,0.066667,12,Saturday
1503960366,2016-04-30 13:00:00,11,0.183333,13,Saturday
1503960366,2016-04-30 14:00:00,22,0.366667,14,Saturday
1503960366,2016-04-30 15:00:00,26,0.433333,15,Saturday
1503960366,2016-04-30 16:00:00,99,1.65,16,Saturday
1503960366,2016-04-30 17:00:00,55,0.916667,17,Saturday
1503960366,2016-04-30 18:00:00,71,1.183333,18,Saturday
1503960366,2016-04-30 19:00:00,4,0.066667,19,Saturday
1503960366,2016-04-30 20:00:00,5,0.083333,20,Saturday
1503960366,2016-04-30 21:00:00,22,0.366667,21,Saturday
1503960366,2016-04-30 22:00:00,47,0.783333,22,Saturday
1503960366,2016-04-30 23:00:00,28,0.466667,23,Saturday
1503960366,2016-05-01 00:00:00,9,0.15,0,Sunday
1503960366,2016-05-01 01:00:00,8,0.133333,1,Sunday
1503960366,2016-05-01 02:00:00,2,0.033333,2,Sunday
1503960366,2016-05-01 03:00:00,1,0.016667,3,Sunday
1503960366,2016-05-01 07:00:00,3,0.05,7,Sunday
1503960366,2016-05-01 08:00:00,6,0.1,8,Sunday
1503960366,2016-05-01 09:00:00,12,0.2,9,Sunday
1503960366,2016-05-01 10:00:00,6,0.1,10,Sunday
1503960366,2016-05-01 11:00:00,10,0.166667,11,Sunday
1503960366,2016-05-01 12:00:00,10,0.166667,12,Sunday
1503960366,2016-05-01 13:00:00,5,0.083333,13,Sunday
1503960366,2016-05-01 14:00:00,25,0.416667,14,Sunday
1503960366,2016-05-01 15:00:00,21,0.35,15,Sunday
1503960366,2016-05-01 16:00:00,23,0.383333,16,Sunday
1503960366,2016-05-01 17:00:00,33,0.55,17,Sunday
1503960366,2016-05-01 18:00:00,70,1.166667,18,Sunday
1503960366,2016-05-01 19:00:00,14,0.233333,19,Sunday
1503960366,2016-05-01 20:00:00,6,0.1,20,Sunday
1503960366,2016-05-01 21:00:00,25,0.416667,21,Sunday
1503960366,2016-05-01 22:00:00,50,0.833333,22,Sunday
1503960366,2016-05-01 23:00:00,76,1.266667,23,Sunday
1503960366,2016-05-02 01:00:00,7,0.116667,1,Monday
1503960366,2016-05-02 03:00:00,1,0.016667,3,Monday
1503960366,2016-05-02 07:00:00,3,0.05,7,Monday
1503960366,2016-05-02 08:00:00,12,0.2,8,Monday
1503960366,2016-05-02 09:00:00,30,0.5,9,Monday
1503960366,2016-05-02 10:00:00,19,0.316667,10,Monday
1503960366,2016-05-02 11:00:00,16,0.266667,11,Monday
1503960366,2016-05-02 12:00:00,64,1.066667,12,Monday
1503960366,2016-05-02 13:00:00,21,0.35,13,Monday
1503960366,2016-05-02 14:00:00,13,0.216667,14,Monday
1503960366,2016-05-02 15:00:00,11,0.183333,15,Monday
1503960366,2016-05-02 16:00:00,24,0.4,16,Monday
1503960366,2016-05-02 17:00:00,12,0.2,17,Monday
1503960366,2016-05-02 18:00:00,9,0.15,18,Monday
1503960366,2016-05-02 19:00:00,13,0.216667,19,Monday
1503960366,2016-05-02 20:00:00,105,1.75,20,Monday
1503960366,2016-05-02 21:00:00,25,0.416667,21,Monday
1503960366,2016-05-02 22:00:00,28,0.466667,22,Monday
1503960366,2016-05-02 23:00:00,17,0.283333,23,Monday
1503960366,2016-05-03 00:00:00,3,0.05,0,Tuesday
1503960366,2016-05-03 01:00:00,6,0.1,1,Tuesday
1503960366,2016-05-03 02:00:00,1,0.016667,2,Tuesday
1503960366,2016-05-03 03:00:00,5,0.083333,3,Tuesday
1503960366,2016-05-03 06:00:00,2,0.033333,6,Tuesday
1503960366,2016-05-03 07:00:00,3,0.05,7,Tuesday
1503960366,2016-05-03 08:00:00,11,0.183333,8,Tuesday
1503960366,2016-05-03 09:00:00,24,0.4,9,Tuesday
1503960366,2016-05-03 10:00:00,25,0.416667,10,Tuesday
1503960366,2016-05-03 11:00:00,12,0.2,11,Tuesday
1503960366,2016-05-03 12:00:00,17,0.283333,12,Tuesday
1503960366,2016-05-03 13:00:00,23,0.383333,13,Tuesday
1503960366,2016-05-03 14:00:00,26,0.433333,14,Tuesday
1503960366,2016-05-03 15:00:00,46,0.766667,15,Tuesday
1503960366,2016-05-03 16:00:00,33,0.55,16,Tuesday
1503960366,2016-05-03 17:00:00,18,0.3,17,Tuesday
1503960366,2016-05-03 18:00:00,86,1.433333,18,Tuesday
1503960366,2016-05-03 19:00:00,5,0.083333,19,Tuesday
1503960366,2016-05-03 20:00:00,1,0.016667,20,Tuesday
1503960366,2016-05-03 21:00:00,37,0.616667,21,Tuesday
1503960366,2016-05-03 22:00:00,58,0.966667,22,Tuesday
1503960366,2016-05-03 23:00:00,10,0.166667,23,Tuesday
1503960366,2016-05-04 00:00:00,17,0.283333,0,Wednesday
1503960366,2016-05-04 01:00:00,2,0.033333,1,Wednesday
1503960366,2016-05-04 08:00:00,4,0.066667,8,Wednesday
1503960366,2016-05-04 09:00:00,22,0.366667,9,Wednesday
1503960366,2016-05-04 10:00:00,26,0.433333,10,Wednesday
1503960366,2016-05-04 11:00:00,7,0.116667,11,Wednesday
1503960366,2016-05-04 12:00:00,12,0.2,12,Wednesday
1503960366,2016-05-04 13:00:00,16,0.266667,13,Wednesday
1503960366,2016-05-04 14:00:00,67,1.116667,14,Wednesday
1503960366,2016-05-04 15:00:00,7,0.116667,15,Wednesday
1503960366,2016-05-04 16:00:00,6,0.1,16,Wednesday
1503960366,2016-05-04 17:00:00,11,0.183333,17,Wednesday
1503960366,2016-05-04 18:00:00,62,1.033333,18,Wednesday
1503960366,2016-05-04 19:00:00,19,0.316667,19,Wednesday
1503960366,2016-05-04 20:00:00,30,0.5,20,Wednesday
1503960366,2016-05-04 21:00:00,39,0.65,21,Wednesday
1503960366,2016-05-04 22:00:00,8,0.133333,22,Wednesday
1503960366,2016-05-05 00:00:00,6,0.1,0,Thursday
1503960366,2016-05-05 01:00:00,6,0.1,1,Thursday
1503960366,2016-05-05 02:00:00,2,0.033333,2,Thursday
1503960366,2016-05-05 04:00:00,4,0.066667,4,Thursday
1503960366,2016-05-05 06:00:00,1,0.016667,6,Thursday
1503960366,2016-05-05 07:00:00,3,0.05,7,Thursday
1503960366,2016-05-05 08:00:00,10,0.166667,8,Thursday
1503960366,2016-05-05 09:00:00,26,0.433333,9,Thursday
1503960366,2016-05-05 10:00:00,15,0.25,10,Thursday
1503960366,2016-05-05 11:00:00,4,0.066667,11,Thursday
1503960366,2016-05-05 12:00:00,13,0.216667,12,Thursday
1503960366,2016-05-05 13:00:00,21,0.35,13,Thursday
1503960366,2016-05-05 14:00:00,12,0.2,14,Thursday
1503960366,2016-05-05 15:00:00,14,0.233333,15,Thursday
